iter	Passed	Remaining
1666	35793	178923
1667	35813	178896
1668	35835	178876
1669	35862	178880
1670	35883	178858
1671	35910	178863
1672	35938	178873
1673	35960	178856
1674	35983	178844
1675	36007	178834
1676	36028	178811
1677	36049	178788
1678	36069	178757
1679	36092	178743
1680	36112	178713
1681	36132	178688
1682	36139	178591
1683	36156	178549
1684	36174	178510
1685	36190	178464
1686	36208	178425
1687	36226	178384
1688	36243	178340
1689	36260	178297
1690	36277	178256
1691	36299	178238
1692	36326	178241
1693	36363	178297
1694	36384	178271
1695	36402	178234
1696	36419	178193
1697	36438	178157
1698	36454	178109
1699	36471	178069
1700	36489	178028
1701	36506	177983
1702	36523	177942
1703	36559	177993
1704	36585	177992
1705	36611	177994
1706	36643	178020
1707	36671	178033
1708	36713	178113
1709	36735	178093
1710	36757	178072
1711	36775	178035
1712	36793	177997
1713	36811	177955
1714	36827	177911
1715	36847	177883
1716	36870	177867
1717	36889	177832
1718	36907	177795
1719	36925	177755
1720	36947	177736
1721	36948	177618
1722	36948	177496
1723	36973	177492
1724	36992	177456
1725	37012	177428
1726	37035	177413
1727	37058	177399
1728	37059	177278
1729	37080	177257
1730	37100	177229
1731	37124	177222
1732	37147	177206
1733	37166	177170
1734	37185	177138
1735	37186	177019
1736	37209	177007
1737	37228	176975
1738	37247	176943
1739	37266	176906
1740	37287	176884
1741	37291	176783
1742	37309	176744
1743	37328	176708
1744	37346	176674
1745	37367	176649
1746	37385	176611
1747	37402	176571
1748	37407	176471
1749	37410	176361
1750	37429	176332
1751	37431	176219
1752	37453	176199
1753	37475	176181
1754	37496	176157
1755	37513	176117
1756	37531	176079
1757	37532	175962
1758	37549	175923
1759	37567	175882
1760	37585	175848
1761	37604	175815
1762	37626	175794
1763	37647	175773
1764	37671	175763
1765	37693	175747
1766	37708	175695
1767	37742	175733
1768	37768	175731
1769	37788	175706
1770	37812	175694
1771	37847	175738
1772	37876	175751
1773	37910	175789
1774	37943	175822
1775	37966	175810
1776	38005	175868
1777	38063	176016
1778	38098	176056
1779	38128	176075
1780	38157	176091
1781	38188	176112
1782	38218	176131
1783	38248	176149
1784	38275	176154
1785	38315	176214
1786	38414	176550
1787	38442	176559
1788	38467	176552
1789	38500	176587
1790	38511	176514
1791	38530	176481
1792	38537	176396
1793	38574	176443
1794	38599	176438
1795	38616	176399
1796	38636	176370
1797	38657	176347
1798	38658	176230
1799	38681	176217
1800	38703	176197
1801	38729	176194
1802	38754	176189
1803	38782	176197
1804	38790	176113
1805	38834	176195
1806	38867	176225
1807	38898	176245
1808	38943	176331
1809	38976	176364
1810	39017	176428
1811	39022	176333
1812	39056	176367
1813	39089	176397
1814	39128	176457
1815	39150	176437
1816	39156	176345
1817	39186	176359
1818	39227	176427
1819	39266	176483
1820	39298	176509
1821	39322	176496
1822	39347	176492
1823	39360	176430
1824	39362	176324
1825	39384	176303
1826	39407	176288
1827	39428	176264
1828	39456	176272
1829	39484	176277
1830	39491	176192
1831	39519	176197
1832	39555	176239
1833	39576	176218
1834	39601	176212
1835	39621	176183
1836	39646	176176
1837	39648	176066
1838	39674	176066
1839	39693	176031
1840	39722	176041
1841	39736	175986
1842	39771	176027
1843	39795	176013
1844	39816	175989
1845	39841	175982
1846	39863	175966
1847	39866	175860
1848	39891	175854
1849	39911	175825
1850	39933	175806
1851	39960	175808
1852	39990	175824
1853	40023	175852
1854	40026	175747
1855	40067	175814
1856	40094	175813
1857	40117	175799
1858	40142	175792
1859	40153	175725
1860	40175	175704
1861	40199	175695
1862	40223	175683
1863	40246	175666
1864	40271	175662
1865	40300	175671
1866	40328	175679
1867	40354	175676
1868	40379	175667
1869	40405	175666
1870	40424	175635
1871	40448	175620
1872	40471	175605
1873	40494	175590
1874	40516	175571
1875	40537	175547
1876	40559	175528
1877	40580	175502
1878	40629	175601
1879	40670	175663
1880	40692	175641
1881	40713	175618
1882	40741	175624
1883	40762	175599
1884	40771	175521
1885	40788	175482
1886	40806	175442
1887	40824	175406
1888	40842	175370
1889	40859	175329
1890	40877	175290
1891	40902	175285
1892	40922	175256
1893	40940	175218
1894	40960	175188
1895	40985	175181
1896	41009	175169
1897	41027	175134
1898	41046	175102
1899	41065	175069
1900	41082	175028
1901	41100	174988
1902	41108	174912
1903	41118	174838
1904	41120	174733
1905	41138	174698
1906	41158	174672
1907	41178	174639
1908	41195	174600
1909	41212	174559
1910	41230	174523
1911	41233	174421
1912	41250	174381
1913	41267	174340
1914	41285	174304
1915	41307	174283
1916	41332	174276
1917	41354	174257
1918	41373	174225
1919	41393	174198
1920	41416	174182
1921	41457	174241
1922	41460	174140
1923	41495	174177
1924	41540	174253
1925	41579	174304
1926	41598	174272
1927	41603	174181
1928	41620	174141
1929	41629	174065
1930	41647	174029
1931	41664	173990
1932	41680	173946
1933	41698	173910
1934	41716	173872
1935	41732	173829
1936	41749	173788
1937	41766	173746
1938	41782	173701
1939	41786	173606
1940	41804	173571
1941	41808	173478
1942	41827	173444
1943	41845	173408
1944	41862	173367
1945	41863	173262
1946	41864	173155
1947	41882	173118
1948	41899	173081
1949	41919	173050
1950	41940	173028
1951	41941	172924
1952	41960	172888
1953	41981	172866
1954	42002	172843
1955	42021	172811
1956	42040	172778
1957	42057	172742
1958	42074	172702
1959	42092	172666
1960	42109	172625
1961	42126	172585
1962	42144	172550
1963	42161	172509
1964	42180	172479
1965	42197	172440
1966	42214	172399
1967	42223	172326
1968	42242	172293
1969	42258	172253
1970	42276	172217
1971	42294	172179
1972	42311	172142
1973	42330	172107
1974	42346	172066
1975	42364	172028
1976	42382	171993
1977	42399	171955
1978	42417	171921
1979	42435	171884
1980	42455	171859
1981	42486	171875
1982	42518	171897
1983	42541	171881
1984	42570	171890
1985	42592	171869
1986	42594	171773
1987	42595	171667
1988	42600	171581
1989	42623	171563
1990	42650	171567
1991	42651	171463
1992	42678	171462
1993	42705	171464
1994	42739	171494
1995	42773	171522
1996	42809	171558
1997	42849	171611
1998	42884	171645
1999	42917	171668
2000	42968	171764
2001	43027	171896
2002	43052	171888
2003	43085	171911
2004	43117	171932
2005	43148	171950
2006	43175	171950
2007	43201	171944
2008	43211	171877
2009	43247	171915
2010	43254	171836
2011	43261	171755
2012	43291	171768
2013	43299	171693
2014	43326	171694
2015	43349	171675
2016	43373	171665
2017	43387	171613
2018	43411	171602
2019	43434	171588
2020	43465	171601
2021	43495	171615
2022	43536	171670
2023	43558	171650
2024	43577	171621
2025	43596	171589
2026	43616	171562
2027	43618	171463
2028	43629	171398
2029	43648	171366
2030	43669	171345
2031	43692	171329
2032	43712	171302
2033	43739	171302
2034	43758	171271
2035	43777	171240
2036	43797	171210
2037	43816	171181
2038	43820	171089
2039	43847	171089
2040	43872	171082
2041	43893	171059
2042	43915	171039
2043	43959	171107
2044	43989	171116
2045	44022	171141
2046	44032	171073
2047	44061	171081
2048	44096	171113
2049	44106	171047
2050	44151	171117
2051	44206	171224
2052	44234	171229
2053	44293	171349
2054	44337	171415
2055	44379	171475
2056	44441	171608
2057	44483	171666
2058	44519	171697
2059	44549	171711
2060	44578	171718
2061	44646	171873
2062	44680	171899
2063	44696	171855
2064	44734	171895
2065	44808	172077
2066	44882	172254
2067	44885	172162
2068	44940	172267
2069	44941	172165
2070	44997	172276
2071	45070	172452
2072	45099	172457
2073	45136	172492
2074	45169	172516
2075	45202	172536
2076	45240	172577
2077	45308	172730
2078	45372	172869
2079	45433	172996
2080	45517	173209
2081	45599	173419
2082	45638	173460
2083	45672	173483
2084	45757	173701
2085	45826	173857
2086	45875	173941
2087	45904	173943
2088	45993	174175
2089	46034	174227
2090	46062	174227
2091	46110	174301
2092	46166	174410
2093	46204	174447
2094	46239	174473
2095	46264	174463
2096	46296	174479
2097	46322	174472
2098	46346	174457
2099	46372	174448
2100	46400	174448
2101	46427	174446
2102	46451	174428
2103	46474	174412
2104	46496	174388
2105	46518	174367
2106	46544	174358
2107	46573	174364
2108	46604	174373
2109	46648	174434
2110	46707	174548
2111	46745	174585
2112	46781	174617
2113	46788	174537
2114	46823	174562
2115	46861	174602
2116	46902	174648
2117	46941	174690
2118	47013	174854
2119	47140	175221
2120	47212	175383
2121	47283	175540
2122	47308	175529
2123	47337	175531
2124	47342	175445
2125	47439	175701
2126	47484	175762
2127	47545	175884
2128	47581	175911
2129	47583	175812
2130	47619	175842
2131	47654	175866
2132	47696	175914
2133	47709	175859
2134	47747	175893
2135	47817	176045
2136	47862	176106
2137	47901	176147
2138	47939	176183
2139	47969	176186
2140	48003	176206
2141	48035	176221
2142	48058	176199
2143	48084	176189
2144	48114	176194
2145	48139	176181
2146	48165	176171
2147	48194	176175
2148	48225	176182
2149	48251	176175
2150	48280	176177
2151	48302	176150
2152	48319	176109
2153	48336	176066
2154	48354	176026
2155	48373	175992
2156	48392	175957
2157	48393	175859
2158	48396	175765
2159	48414	175726
2160	48433	175693
2161	48457	175676
2162	48489	175687
2163	48511	175663
2164	48533	175639
2165	48553	175607
2166	48578	175596
2167	48599	175568
2168	48621	175545
2169	48654	175561
2170	48716	175680
2171	48744	175676
2172	48769	175664
2173	48792	175643
2174	48795	175552
2175	48815	175521
2176	48844	175522
2177	48863	175485
2178	48882	175451
2179	48901	175417
2180	48921	175387
2181	48939	175349
2182	48960	175319
2183	48981	175292
2184	49011	175296
2185	49031	175266
2186	49061	175272
2187	49084	175249
2188	49110	175241
2189	49132	175216
2190	49159	175211
2191	49180	175182
2192	49200	175152
2193	49220	175121
2194	49237	175078
2195	49254	175036
2196	49271	174996
2197	49289	174956
2198	49306	174915
2199	49326	174885
2200	49344	174846
2201	49363	174811
2202	49385	174789
2203	49419	174807
2204	49447	174804
2205	49471	174787
2206	49493	174764
2207	49512	174727
2208	49528	174685
2209	49546	174645
2210	49563	174605
2211	49588	174590
2212	49608	174559
2213	49634	174549
2214	49654	174518
2215	49680	174510
2216	49706	174498
2217	49731	174484
2218	49756	174472
2219	49766	174406
2220	49787	174377
2221	49814	174372
2222	49835	174347
2223	49865	174349
2224	49901	174374
2225	49925	174357
2226	49947	174335
2227	49974	174326
2228	50000	174317
2229	50023	174297
2230	50047	174281
2231	50074	174273
2232	50095	174247
2233	50118	174225
2234	50139	174199
2235	50162	174176
2236	50186	174162
2237	50209	174141
2238	50238	174140
2239	50261	174120
2240	50283	174096
2241	50304	174070
2242	50327	174050
2243	50351	174030
2244	50373	174007
2245	50394	173981
2246	50416	173956
2247	50439	173935
2248	50467	173932
2249	50470	173843
2250	50501	173848
2251	50528	173844
2252	50548	173812
2253	50570	173787
2254	50590	173759
2255	50612	173734
2256	50633	173704
2257	50659	173694
2258	50681	173671
2259	50684	173583
2260	50708	173567
2261	50732	173549
2262	50749	173508
2263	50767	173470
2264	50785	173434
2265	50815	173434
2266	50842	173430
2267	50868	173418
2268	50893	173404
2269	50917	173390
2270	50935	173351
2271	50957	173327
2272	51003	173386
2273	51024	173357
2274	51053	173356
2275	51074	173330
2276	51092	173292
2277	51113	173264
2278	51114	173171
2279	51131	173128
2280	51148	173087
2281	51167	173055
2282	51185	173018
2283	51206	172991
2284	51208	172897
2285	51228	172868
2286	51250	172845
2287	51287	172872
2288	51324	172896
2289	51346	172875
2290	51379	172888
2291	51400	172858
2292	51421	172832
2293	51442	172806
2294	51444	172713
2295	51447	172626
2296	51453	172548
2297	51477	172530
2298	51500	172511
2299	51521	172483
2300	51541	172453
2301	51542	172359
2302	51565	172339
2303	51590	172325
2304	51614	172308
2305	51634	172279
2306	51652	172242
2307	51683	172250
2308	51684	172155
2309	51690	172078
2310	51708	172041
2311	51727	172005
2312	51748	171980
2313	51777	171978
2314	51797	171950
2315	51817	171919
2316	51839	171897
2317	51861	171873
2318	51885	171854
2319	51916	171860
2320	51939	171840
2321	51961	171816
2322	51982	171791
2323	52005	171769
2324	52025	171740
2325	52060	171760
2326	52103	171805
2327	52133	171807
2328	52160	171800
2329	52192	171811
2330	52222	171813
2331	52259	171838
2332	52289	171839
2333	52317	171836
2334	52340	171815
2335	52363	171795
2336	52385	171770
2337	52408	171751
2338	52432	171732
2339	52452	171702
2340	52473	171675
2341	52500	171667
2342	52521	171642
2343	52540	171609
2344	52559	171576
2345	52577	171537
2346	52582	171457
2347	52598	171414
2348	52615	171376
2349	52632	171336
2350	52649	171294
2351	52667	171258
2352	52684	171219
2353	52702	171181
2354	52718	171140
2355	52736	171104
2356	52753	171062
2357	52771	171026
2358	52793	171002
2359	52817	170985
2360	52834	170945
2361	52851	170906
2362	52868	170864
2363	52884	170824
2364	52901	170784
2365	52920	170750
2366	52939	170715
2367	52957	170682
2368	52974	170640
2369	52993	170606
2370	53010	170567
2371	53031	170540
2372	53048	170500
2373	53065	170463
2374	53083	170426
2375	53100	170386
2376	53117	170345
2377	53133	170305
2378	53151	170268
2379	53169	170232
2380	53187	170196
2381	53188	170105
2382	53205	170065
2383	53224	170031
2384	53239	169987
2385	53256	169948
2386	53273	169908
2387	53295	169884
2388	53317	169860
2389	53341	169843
2390	53358	169804
2391	53375	169766
2392	53392	169726
2393	53410	169690
2394	53427	169652
2395	53448	169623
2396	53457	169561
2397	53477	169531
2398	53503	169521
2399	53526	169501
2400	53565	169529
2401	53603	169556
2402	53634	169562
2403	53675	169600
2404	53704	169597
2405	53727	169578
2406	53752	169565
2407	53782	169566
2408	53808	169555
2409	53809	169465
2410	53833	169450
2411	53861	169444
2412	53884	169425
2413	53909	169409
2414	53934	169397
2415	53952	169360
2416	53980	169356
2417	54013	169367
2418	54016	169282
2419	54054	169310
2420	54091	169333
2421	54128	169357
2422	54166	169384
2423	54191	169370
2424	54220	169369
2425	54244	169351
2426	54268	169333
2427	54292	169318
2428	54312	169289
2429	54319	169218
2430	54340	169190
2431	54360	169161
2432	54380	169132
2433	54410	169132
2434	54448	169158
2435	54485	169183
2436	54516	169186
2437	54524	169119
2438	54556	169128
2439	54586	169128
2440	54619	169139
2441	54643	169121
2442	54667	169102
2443	54687	169076
2444	54710	169055
2445	54732	169031
2446	54754	169005
2447	54783	169004
2448	54815	169012
2449	54837	168989
2450	54864	168982
2451	54894	168980
2452	54922	168976
2453	54935	168925
2454	54973	168951
2455	55002	168948
2456	55029	168940
2457	55029	168850
2458	55051	168825
2459	55072	168798
2460	55096	168781
2461	55121	168767
2462	55147	168756
2463	55169	168732
2464	55197	168728
2465	55226	168725
2466	55254	168721
2467	55288	168734
2468	55318	168732
2469	55326	168666
2470	55344	168632
2471	55352	168566
2472	55371	168531
2473	55393	168509
2474	55415	168485
2475	55434	168454
2476	55454	168422
2477	55474	168394
2478	55476	168310
2479	55494	168272
2480	55513	168240
2481	55531	168205
2482	55550	168174
2483	55568	168137
2484	55585	168098
2485	55602	168059
2486	55620	168022
2487	55637	167986
2488	55646	167923
2489	55663	167884
2490	55682	167852
2491	55702	167823
2492	55721	167789
2493	55739	167755
2494	55758	167721
2495	55776	167687
2496	55796	167657
2497	55821	167643
2498	55851	167642
2499	55876	167628
2500	55907	167632
2501	55935	167626
2502	55972	167650
2503	55996	167631
2504	55997	167545
2505	56019	167520
2506	56039	167492
2507	56062	167470
2508	56092	167472
2509	56114	167448
2510	56136	167425
2511	56159	167405
2512	56186	167397
2513	56223	167416
2514	56277	167489
2515	56303	167478
2516	56327	167461
2517	56353	167448
2518	56372	167415
2519	56394	167393
2520	56419	167377
2521	56441	167355
2522	56470	167353
2523	56500	167352
2524	56535	167366
2525	56564	167364
2526	56590	167351
2527	56625	167368
2528	56651	167355
2529	56676	167341
2530	56705	167337
2531	56770	167442
2532	56785	167395
2533	56838	167464
2534	56874	167481
2535	56899	167466
2536	56923	167450
2537	56944	167421
2538	56968	167405
2539	56993	167391
2540	57016	167370
2541	57035	167338
2542	57054	167305
2543	57072	167268
2544	57090	167232
2545	57108	167196
2546	57136	167192
2547	57160	167174
2548	57179	167141
2549	57197	167107
2550	57214	167069
2551	57233	167036
2552	57253	167005
2553	57278	166991
2554	57301	166970
2555	57332	166972
2556	57356	166955
2557	57382	166944
2558	57411	166939
2559	57446	166953
2560	57470	166936
2561	57489	166902
2562	57506	166866
2563	57525	166833
2564	57543	166797
2565	57562	166764
2566	57579	166726
2567	57581	166646
2568	57599	166609
2569	57617	166575
2570	57636	166544
2571	57654	166506
2572	57672	166472
2573	57691	166438
2574	57707	166400
2575	57724	166362
2576	57750	166350
2577	57772	166327
2578	57801	166321
2579	57828	166312
2580	57860	166318
2581	57884	166301
2582	57916	166304
2583	57942	166293
2584	57973	166295
2585	57996	166274
2586	58022	166263
2587	58044	166238
2588	58064	166209
2589	58065	166125
2590	58083	166090
2591	58101	166054
2592	58117	166015
2593	58144	166006
2594	58167	165985
2595	58168	165902
2596	58194	165888
2597	58203	165827
2598	58221	165794
2599	58240	165762
2600	58265	165745
2601	58293	165739
2602	58315	165715
2603	58336	165689
2604	58365	165684
2605	58390	165670
2606	58413	165650
2607	58431	165615
2608	58454	165594
2609	58459	165523
2610	58476	165486
2611	58494	165449
2612	58510	165410
2613	58527	165373
2614	58545	165338
2615	58568	165317
2616	58584	165277
2617	58602	165241
2618	58621	165210
2619	58641	165180
2620	58664	165160
2621	58688	165142
2622	58712	165125
2623	58737	165109
2624	58772	165122
2625	58800	165116
2626	58825	165101
2627	58848	165081
2628	58874	165066
2629	58901	165058
2630	58937	165073
2631	58961	165055
2632	58989	165048
2633	59022	165058
2634	59047	165041
2635	59074	165033
2636	59098	165014
2637	59117	164982
2638	59120	164905
2639	59138	164869
2640	59154	164831
2641	59172	164796
2642	59181	164737
2643	59190	164677
2644	59208	164640
2645	59225	164604
2646	59246	164578
2647	59273	164568
2648	59301	164562
2649	59323	164540
2650	59349	164525
2651	59369	164498
2652	59388	164465
2653	59407	164434
2654	59425	164398
2655	59442	164360
2656	59459	164324
2657	59476	164287
2658	59477	164206
2659	59494	164168
2660	59511	164133
2661	59529	164098
2662	59546	164060
2663	59563	164024
2664	59564	163942
2665	59581	163903
2666	59597	163865
2667	59614	163828
2668	59630	163787
2669	59648	163753
2670	59665	163717
2671	59683	163681
2672	59700	163646
2673	59720	163617
2674	59742	163594
2675	59762	163566
2676	59780	163530
2677	59798	163498
2678	59819	163470
2679	59843	163453
2680	59871	163445
2681	59896	163432
2682	59924	163424
2683	59951	163414
2684	59979	163408
2685	60002	163386
2686	60020	163352
2687	60038	163318
2688	60055	163282
2689	60077	163258
2690	60103	163245
2691	60124	163220
2692	60141	163184
2693	60167	163170
2694	60191	163154
2695	60212	163126
2696	60230	163093
2697	60248	163060
2698	60267	163027
2699	60284	162991
2700	60302	162956
2701	60319	162920
2702	60329	162864
2703	60332	162789
2704	60350	162756
2705	60369	162724
2706	60386	162688
2707	60403	162651
2708	60419	162613
2709	60436	162577
2710	60453	162540
2711	60470	162503
2712	60489	162471
2713	60505	162433
2714	60523	162398
2715	60540	162361
2716	60557	162326
2717	60575	162292
2718	60594	162260
2719	60598	162190
2720	60615	162155
2721	60634	162122
2722	60658	162105
2723	60675	162068
2724	60693	162034
2725	60711	162001
2726	60728	161966
2727	60746	161930
2728	60762	161892
2729	60779	161856
2730	60802	161834
2731	60803	161757
2732	60825	161734
2733	60843	161699
2734	60853	161644
2735	60870	161608
2736	60888	161576
2737	60905	161539
2738	60922	161504
2739	60939	161468
2740	60957	161432
2741	60974	161397
2742	60991	161362
2743	61009	161329
2744	61010	161249
2745	61028	161215
2746	61045	161181
2747	61062	161143
2748	61079	161109
2749	61096	161072
2750	61113	161035
2751	61130	161001
2752	61148	160967
2753	61165	160932
2754	61186	160907
2755	61209	160886
2756	61236	160876
2757	61263	160866
2758	61269	160802
2759	61296	160791
2760	61329	160798
2761	61352	160779
2762	61377	160762
2763	61399	160740
2764	61421	160717
2765	61434	160670
2766	61456	160648
2767	61477	160623
2768	61501	160604
2769	61521	160578
2770	61553	160582
2771	61578	160565
2772	61600	160543
2773	61624	160524
2774	61647	160505
2775	61669	160483
2776	61671	160408
2777	61693	160384
2778	61695	160310
2779	61721	160298
2780	61745	160281
2781	61759	160238
2782	61785	160224
2783	61827	160253
2784	61853	160240
2785	61877	160223
2786	61900	160202
2787	61929	160198
2788	61983	160258
2789	62012	160255
2790	62044	160256
2791	62066	160233
2792	62086	160207
2793	62110	160188
2794	62132	160166
2795	62170	160184
2796	62203	160190
2797	62235	160194
2798	62268	160197
2799	62305	160215
2800	62337	160216
2801	62360	160196
2802	62378	160163
2803	62413	160174
2804	62446	160178
2805	62481	160190
2806	62520	160209
2807	62619	160384
2808	62667	160428
2809	62718	160479
2810	62749	160478
2811	62792	160509
2812	62825	160513
2813	62842	160479
2814	62860	160444
2815	62877	160407
2816	62893	160371
2817	62911	160337
2818	62928	160300
2819	62946	160269
2820	62969	160246
2821	62987	160213
2822	63005	160180
2823	63027	160158
2824	63049	160134
2825	63070	160107
2826	63072	160035
2827	63090	160001
2828	63108	159968
2829	63135	159958
2830	63155	159930
2831	63177	159905
2832	63198	159880
2833	63225	159871
2834	63251	159858
2835	63274	159836
2836	63295	159810
2837	63319	159794
2838	63351	159794
2839	63377	159783
2840	63408	159781
2841	63438	159779
2842	63461	159758
2843	63483	159735
2844	63505	159713
2845	63532	159701
2846	63553	159675
2847	63575	159652
2848	63596	159628
2849	63619	159607
2850	63642	159586
2851	63660	159551
2852	63677	159516
2853	63702	159502
2854	63725	159480
2855	63745	159454
2856	63800	159511
2857	63848	159553
2858	63871	159533
2859	63913	159559
2860	63945	159562
2861	63988	159591
2862	64014	159579
2863	64038	159560
2864	64064	159545
2865	64086	159523
2866	64109	159503
2867	64130	159476
2868	64152	159452
2869	64175	159433
2870	64201	159420
2871	64237	159431
2872	64271	159436
2873	64318	159474
2874	64351	159480
2875	64377	159466
2876	64400	159446
2877	64415	159405
2878	64445	159401
2879	64474	159394
2880	64507	159399
2881	64542	159407
2882	64566	159390
2883	64590	159370
2884	64612	159347
2885	64655	159376
2886	64682	159365
2887	64711	159357
2888	64732	159332
2889	64745	159286
2890	64770	159271
2891	64794	159252
2892	64812	159220
2893	64834	159195
2894	64864	159192
2895	64895	159191
2896	64927	159192
2897	64956	159186
2898	64986	159180
2899	65013	159169
2900	65039	159157
2901	65066	159145
2902	65090	159126
2903	65111	159102
2904	65136	159085
2905	65169	159088
2906	65201	159090
2907	65225	159072
2908	65250	159055
2909	65275	159039
2910	65295	159009
2911	65296	158937
2912	65302	158873
2913	65320	158839
2914	65337	158804
2915	65355	158772
2916	65357	158699
2917	65357	158623
2918	65378	158596
2919	65400	158574
2920	65401	158500
2921	65422	158474
2922	65444	158451
2923	65464	158421
2924	65487	158402
2925	65514	158390
2926	65541	158378
2927	65565	158360
2928	65590	158343
2929	65615	158329
2930	65651	158338
2931	65679	158329
2932	65698	158299
2933	65716	158267
2934	65738	158241
2935	65758	158215
2936	65784	158201
2937	65811	158190
2938	65834	158167
2939	65854	158141
2940	65876	158116
2941	65898	158093
2942	65922	158074
2943	65944	158051
2944	65974	158048
2945	65996	158024
2946	66026	158020
2947	66055	158012
2948	66077	157989
2949	66100	157968
2950	66122	157944
2951	66145	157924
2952	66166	157898
2953	66189	157877
2954	66219	157873
2955	66248	157866
2956	66283	157874
2957	66304	157848
2958	66325	157823
2959	66348	157802
2960	66368	157774
2961	66395	157762
2962	66418	157742
2963	66441	157719
2964	66468	157708
2965	66496	157699
2966	66520	157681
2967	66546	157667
2968	66570	157647
2969	66606	157656
2970	66607	157584
2971	66638	157583
2972	66673	157590
2973	66696	157569
2974	66724	157558
2975	66748	157539
2976	66769	157514
2977	66798	157506
2978	66817	157477
2979	66838	157451
2980	66864	157437
2981	66886	157414
2982	66907	157388
2983	66925	157356
2984	66942	157320
2985	66952	157268
2986	66980	157260
2987	66999	157230
2988	67017	157196
2989	67034	157162
2990	67053	157131
2991	67071	157098
2992	67089	157066
2993	67110	157038
2994	67127	157003
2995	67146	156973
2996	67164	156940
2997	67181	156905
2998	67185	156841
2999	67202	156806
3000	67220	156772
3001	67237	156737
3002	67254	156702
3003	67270	156666
3004	67289	156636
3005	67308	156605
3006	67325	156569
3007	67325	156496
3008	67343	156462
3009	67366	156442
3010	67388	156418
3011	67411	156398
3012	67433	156375
3013	67461	156365
3014	67488	156353
3015	67513	156337
3016	67537	156317
3017	67559	156296
3018	67579	156267
3019	67599	156240
3020	67621	156216
3021	67644	156196
3022	67664	156167
3023	67684	156140
3024	67707	156118
3025	67728	156092
3026	67748	156064
3027	67771	156044
3028	67795	156026
3029	67815	155998
3030	67837	155975
3031	67859	155951
3032	67891	155951
3033	67921	155946
3034	67943	155923
3035	67968	155907
3036	67971	155839
3037	67996	155824
3038	68028	155823
3039	68056	155814
3040	68092	155823
3041	68113	155797
3042	68136	155776
3043	68156	155746
3044	68174	155714
3045	68193	155684
3046	68211	155653
3047	68232	155627
3048	68256	155607
3049	68278	155586
3050	68305	155573
3051	68328	155551
3052	68352	155532
3053	68375	155512
3054	68401	155498
3055	68423	155475
3056	68444	155450
3057	68465	155423
3058	68484	155395
3059	68503	155363
3060	68524	155337
3061	68545	155313
3062	68564	155283
3063	68587	155262
3064	68606	155232
3065	68623	155197
3066	68645	155173
3067	68681	155182
3068	68703	155159
3069	68727	155140
3070	68750	155120
3071	68773	155098
3072	68803	155094
3073	68826	155072
3074	68848	155048
3075	68875	155037
3076	68902	155024
3077	68924	155001
3078	68947	154981
3079	68971	154962
3080	69004	154963
3081	69027	154943
3082	69029	154873
3083	69052	154853
3084	69073	154828
3085	69097	154809
3086	69124	154796
3087	69153	154789
3088	69185	154787
3089	69212	154775
3090	69235	154754
3091	69253	154723
3092	69274	154696
3093	69294	154669
3094	69313	154640
3095	69331	154606
3096	69350	154578
3097	69371	154552
3098	69396	154535
3099	69398	154466
3100	69424	154453
3101	69456	154451
3102	69486	154445
3103	69515	154438
3104	69537	154415
3105	69558	154390
3106	69579	154364
3107	69601	154340
3108	69623	154318
3109	69647	154300
3110	69659	154254
3111	69680	154228
3112	69702	154206
3113	69739	154214
3114	69765	154201
3115	69788	154179
3116	69811	154159
3117	69838	154147
3118	69870	154146
3119	69875	154083
3120	69901	154069
3121	69926	154054
3122	69952	154039
3123	69959	153982
3124	69988	153974
3125	70015	153963
3126	70039	153943
3127	70062	153923
3128	70089	153909
3129	70114	153893
3130	70142	153882
3131	70163	153857
3132	70188	153841
3133	70208	153814
3134	70226	153781
3135	70246	153754
3136	70265	153724
3137	70266	153654
3138	70284	153622
3139	70302	153591
3140	70318	153554
3141	70337	153525
3142	70363	153510
3143	70390	153498
3144	70420	153491
3145	70451	153489
3146	70481	153483
3147	70512	153479
3148	70541	153470
3149	70565	153451
3150	70589	153432
3151	70615	153417
3152	70657	153438
3153	70696	153452
3154	70726	153446
3155	70751	153430
3156	70778	153417
3157	70802	153398
3158	70826	153379
3159	70830	153316
3160	70854	153297
3161	70876	153273
3162	70898	153250
3163	70919	153225
3164	70949	153220
3165	70973	153201
3166	70989	153163
3167	71014	153147
3168	71035	153121
3169	71056	153096
3170	71079	153074
3171	71100	153050
3172	71120	153022
3173	71153	153022
3174	71171	152990
3175	71191	152963
3176	71213	152940
3177	71245	152938
3178	71274	152928
3179	71302	152919
3180	71303	152851
3181	71333	152844
3182	71359	152829
3183	71395	152837
3184	71421	152821
3185	71448	152808
3186	71475	152796
3187	71503	152785
3188	71530	152774
3189	71561	152768
3190	71598	152778
3191	71624	152763
3192	71651	152749
3193	71672	152725
3194	71694	152701
3195	71712	152669
3196	71731	152640
3197	71750	152609
3198	71769	152579
3199	71790	152554
3200	71810	152527
3201	71835	152510
3202	71857	152486
3203	71878	152461
3204	71902	152441
3205	71925	152421
3206	71949	152402
3207	71971	152378
3208	71993	152355
3209	72014	152330
3210	72034	152302
3211	72052	152270
3212	72073	152245
3213	72076	152181
3214	72098	152157
3215	72121	152136
3216	72121	152067
3217	72144	152046
3218	72169	152028
3219	72197	152018
